,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000002.SZ,20230116,18.78,18.9,18.46,18.7,18.78,-0.08,-0.426,668752.61,1248278.214
0,000002.SZ,20230116,18.78,18.9,18.46,18.7,18.78,-0.08,-0.426,668752.61,1248278.214
