,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600004.SH,20230116,15.28,15.63,14.91,14.99,15.02,-0.03,-0.1997,403510.88,612254.89
0,600004.SH,20230116,15.28,15.63,14.91,14.99,15.02,-0.03,-0.1997,403510.88,612254.89
